YEAR,EFFECTIVE_DATE,STYP,LEVL,RESD,EKU_ONLINE,HOURS,FTE
2324,30OCT2023:00:00:00,T,UG,R,N,6089,429.29000
2324,30OCT2023:00:00:00,T,UG,R,Y,4937,394.00000
2324,30OCT2023:00:00:00,U,GR,R,N,68,7.56000
2324,30OCT2023:00:00:00,X,GR,R,N,3,0.33000
2324,31OCT2023:00:00:00,C,GR,O,N,1115,112.67000
2324,31OCT2023:00:00:00,C,GR,O,Y,3427,376.33000
2324,31OCT2023:00:00:00,C,GR,R,N,6683,682.28000
2324,31OCT2023:00:00:00,C,GR,R,Y,5966,648.22000
2324,31OCT2023:00:00:00,C,UG,O,N,16797,1132.29000
2324,31OCT2023:00:00:00,C,UG,O,Y,6195,488.29000
2324,31OCT2023:00:00:00,C,UG,R,N,125437,8638.46000
2324,31OCT2023:00:00:00,C,UG,R,Y,18771,1479.58000
2324,31OCT2023:00:00:00,N,UG,R,N,36437,2430.13000
2324,31OCT2023:00:00:00,N,UG,R,Y,1996,153.13000
2324,31OCT2023:00:00:00,P,GR,R,N,2521,241.39000
2324,31OCT2023:00:00:00,P,GR,R,Y,2310,245.56000
2324,31OCT2023:00:00:00,R,GR,O,Y,48,5.33000
2324,31OCT2023:00:00:00,R,GR,R,N,337,37.11000
2324,31OCT2023:00:00:00,R,UG,O,Y,398,31.75000
2324,31OCT2023:00:00:00,R,UG,R,N,1697,127.33000
2324,31OCT2023:00:00:00,R,UG,R,Y,1936,154.17000
2324,31OCT2023:00:00:00,T,UG,R,N,6232,439.88000
2324,31OCT2023:00:00:00,T,UG,R,Y,5034,401.88000
2324,01NOV2023:00:00:00,C,GR,O,N,1144,115.56000
2324,01NOV2023:00:00:00,C,GR,O,Y,3511,385.67000
2324,01NOV2023:00:00:00,C,GR,R,N,6860,700.61000
2324,01NOV2023:00:00:00,C,GR,R,Y,6112,664.22000
2324,01NOV2023:00:00:00,C,UG,O,N,17628,1187.96000
2324,01NOV2023:00:00:00,C,UG,O,Y,6366,501.54000
2324,01NOV2023:00:00:00,C,UG,R,N,137809,9478.38000
2324,01NOV2023:00:00:00,C,UG,R,Y,19926,1571.33000
2324,01NOV2023:00:00:00,J,UG,R,N,3988,332.00000
2324,01NOV2023:00:00:00,N,UG,O,N,3044,202.21000
2324,01NOV2023:00:00:00,N,UG,R,N,36606,2441.71000
2324,01NOV2023:00:00:00,N,UG,R,Y,2075,158.96000
2324,01NOV2023:00:00:00,P,GR,R,Y,2328,247.22000
2324,01NOV2023:00:00:00,R,GR,R,N,346,38.11000
2324,01NOV2023:00:00:00,R,GR,R,Y,360,38.33000
2324,01NOV2023:00:00:00,R,UG,O,N,116,8.42000
2324,01NOV2023:00:00:00,R,UG,R,N,1739,130.58000
2324,01NOV2023:00:00:00,R,UG,R,Y,1964,156.42000
2324,01NOV2023:00:00:00,T,UG,O,Y,1939,155.67000
2324,01NOV2023:00:00:00,T,UG,R,N,6313,446.04000
2324,01NOV2023:00:00:00,T,UG,R,Y,5080,405.25000
2324,01NOV2023:00:00:00,U,UG,R,N,92,7.67000
2324,02NOV2023:00:00:00,C,GR,O,N,1204,121.56000
2324,02NOV2023:00:00:00,C,GR,O,Y,3581,393.11000
2324,02NOV2023:00:00:00,C,GR,R,N,6970,711.83000
2324,02NOV2023:00:00:00,C,GR,R,Y,6224,676.00000
2324,02NOV2023:00:00:00,C,UG,O,N,17824,1199.88000
2324,02NOV2023:00:00:00,C,UG,O,Y,6564,517.54000
2324,02NOV2023:00:00:00,C,UG,R,N,140596,9662.04000
2324,02NOV2023:00:00:00,C,UG,R,Y,20569,1622.25000
2324,02NOV2023:00:00:00,H,UG,R,N,79,5.08000
2324,02NOV2023:00:00:00,J,UG,R,N,4346,361.83000
2324,02NOV2023:00:00:00,N,UG,O,Y,336,26.67000
2324,02NOV2023:00:00:00,N,UG,R,N,36674,2446.38000
2324,02NOV2023:00:00:00,N,UG,R,Y,2126,162.54000
2324,02NOV2023:00:00:00,P,GR,O,Y,1022,110.78000
2324,02NOV2023:00:00:00,P,GR,R,N,2530,242.39000
2324,02NOV2023:00:00:00,P,GR,R,Y,2358,250.22000
2324,02NOV2023:00:00:00,R,GR,R,N,352,38.78000
2324,02NOV2023:00:00:00,R,GR,R,Y,369,39.33000
2324,02NOV2023:00:00:00,R,UG,R,N,1759,132.00000
2324,02NOV2023:00:00:00,R,UG,R,Y,2027,161.42000
2324,02NOV2023:00:00:00,T,UG,O,N,1371,92.42000
2324,02NOV2023:00:00:00,T,UG,O,Y,1951,156.67000
2324,02NOV2023:00:00:00,T,UG,R,N,6376,450.88000
2324,02NOV2023:00:00:00,T,UG,R,Y,5104,407.00000
2324,02NOV2023:00:00:00,U,GR,R,N,74,8.22000
2324,02NOV2023:00:00:00,U,UG,R,N,140,11.67000
2324,03NOV2023:00:00:00,C,GR,O,N,1216,122.56000
2324,03NOV2023:00:00:00,C,GR,O,Y,3622,397.67000
2324,03NOV2023:00:00:00,C,GR,R,N,7054,719.83000
2324,03NOV2023:00:00:00,C,GR,R,Y,6324,686.56000
2324,03NOV2023:00:00:00,C,UG,O,N,18006,1211.58000
2324,03NOV2023:00:00:00,C,UG,O,Y,6663,524.88000
2324,03NOV2023:00:00:00,C,UG,R,N,142066,9757.29000
2324,03NOV2023:00:00:00,C,UG,R,Y,21145,1665.42000
2324,03NOV2023:00:00:00,H,UG,R,N,88,5.83000
2324,03NOV2023:00:00:00,J,UG,R,N,4472,372.25000
2324,03NOV2023:00:00:00,N,UG,O,N,3045,202.21000
2324,03NOV2023:00:00:00,N,UG,O,Y,346,27.50000
2324,03NOV2023:00:00:00,N,UG,R,N,36704,2448.33000
2324,03NOV2023:00:00:00,N,UG,R,Y,2143,163.96000
2324,03NOV2023:00:00:00,P,GR,R,N,2539,243.39000
2324,03NOV2023:00:00:00,P,GR,R,Y,2367,251.22000
2324,03NOV2023:00:00:00,R,GR,R,N,358,39.44000
2324,03NOV2023:00:00:00,R,UG,R,Y,2041,162.42000
2324,03NOV2023:00:00:00,T,UG,O,Y,1957,156.92000
2324,03NOV2023:00:00:00,T,UG,R,N,6440,454.88000
2324,03NOV2023:00:00:00,T,UG,R,Y,5140,409.75000
2324,03NOV2023:00:00:00,U,UG,R,N,143,11.92000
2324,04NOV2023:00:00:00,C,GR,O,N,1246,125.22000
2324,04NOV2023:00:00:00,C,GR,O,Y,3672,402.89000
2324,04NOV2023:00:00:00,C,GR,R,N,7098,724.39000
2324,04NOV2023:00:00:00,C,GR,R,Y,6342,688.22000
2324,04NOV2023:00:00:00,C,UG,O,N,18056,1214.83000
2324,04NOV2023:00:00:00,C,UG,O,Y,6714,528.63000
2324,04NOV2023:00:00:00,C,UG,R,N,142417,9781.67000
2324,04NOV2023:00:00:00,C,UG,R,Y,21288,1676.75000
2324,04NOV2023:00:00:00,J,UG,R,N,4467,371.83000
2324,04NOV2023:00:00:00,N,UG,R,Y,2157,164.96000
2324,04NOV2023:00:00:00,P,GR,O,Y,1028,111.44000
2324,04NOV2023:00:00:00,P,GR,R,N,2551,244.39000
2324,04NOV2023:00:00:00,P,GR,R,Y,2361,250.56000
2324,04NOV2023:00:00:00,R,UG,R,Y,2075,164.92000
2324,04NOV2023:00:00:00,T,UG,R,N,6448,455.58000
2324,04NOV2023:00:00:00,U,UG,R,Y,103,8.58000
2324,05NOV2023:00:00:00,C,GR,O,N,1252,125.89000
2324,05NOV2023:00:00:00,C,GR,O,Y,3705,406.56000
2324,05NOV2023:00:00:00,C,GR,R,N,7162,731.17000
2324,05NOV2023:00:00:00,C,GR,R,Y,6402,694.89000
2324,05NOV2023:00:00:00,C,UG,O,N,18057,1214.83000
2324,05NOV2023:00:00:00,C,UG,O,Y,6795,535.38000
2324,05NOV2023:00:00:00,C,UG,R,N,142845,9810.63000
2324,05NOV2023:00:00:00,C,UG,R,Y,21496,1693.42000
2324,05NOV2023:00:00:00,J,UG,R,N,4477,372.67000
2324,05NOV2023:00:00:00,T,UG,R,N,6451,455.58000
2324,05NOV2023:00:00:00,T,UG,R,Y,5146,410.25000
2324,05NOV2023:00:00:00,U,GR,R,N,80,8.89000
2324,06NOV2023:00:00:00,C,GR,O,N,1268,127.67000
2324,06NOV2023:00:00:00,C,GR,O,Y,3771,413.89000
2324,06NOV2023:00:00:00,C,GR,R,N,7267,742.17000
2324,06NOV2023:00:00:00,C,GR,R,Y,6461,700.78000
2324,06NOV2023:00:00:00,C,UG,O,N,18205,1223.50000
2324,06NOV2023:00:00:00,C,UG,O,Y,6914,544.38000
2324,06NOV2023:00:00:00,C,UG,R,N,144561,9919.71000
2324,06NOV2023:00:00:00,C,UG,R,Y,21953,1728.50000
2324,06NOV2023:00:00:00,H,UG,R,N,109,7.33000
2324,06NOV2023:00:00:00,J,UG,R,N,4572,380.54000
2324,06NOV2023:00:00:00,N,UG,O,N,3042,201.96000
2324,06NOV2023:00:00:00,N,UG,R,N,36760,2451.38000
2324,06NOV2023:00:00:00,N,UG,R,Y,2181,166.38000
2324,06NOV2023:00:00:00,P,GR,O,Y,1025,111.11000
2324,06NOV2023:00:00:00,P,GR,R,N,2560,245.39000
2324,06NOV2023:00:00:00,P,GR,R,Y,2364,250.89000
2324,06NOV2023:00:00:00,R,GR,R,Y,375,40.00000
2324,06NOV2023:00:00:00,R,UG,R,N,1768,132.75000
2324,06NOV2023:00:00:00,T,UG,O,N,1374,92.42000
2324,06NOV2023:00:00:00,T,UG,O,Y,1963,157.42000
2324,06NOV2023:00:00:00,T,UG,R,N,6482,457.42000
2324,06NOV2023:00:00:00,T,UG,R,Y,5189,413.50000
2324,07NOV2023:00:00:00,C,GR,O,N,1280,128.67000
2324,07NOV2023:00:00:00,C,GR,O,Y,3785,415.44000
2324,07NOV2023:00:00:00,C,GR,R,N,7329,748.72000
2324,07NOV2023:00:00:00,C,GR,R,Y,6516,706.83000
2324,07NOV2023:00:00:00,C,UG,O,N,18374,1234.96000
2324,07NOV2023:00:00:00,C,UG,O,Y,7102,559.71000
2324,07NOV2023:00:00:00,C,UG,R,N,146302,10040.96000
2324,07NOV2023:00:00:00,C,UG,R,Y,22387,1762.33000
2324,07NOV2023:00:00:00,J,UG,R,N,4600,382.92000
2324,07NOV2023:00:00:00,N,UG,O,N,3056,202.96000
2324,07NOV2023:00:00:00,N,UG,R,N,36824,2455.38000
2324,07NOV2023:00:00:00,N,UG,R,Y,2206,168.38000
2324,07NOV2023:00:00:00,P,GR,O,Y,1040,112.78000
2324,07NOV2023:00:00:00,P,GR,R,N,2575,247.06000
2324,07NOV2023:00:00:00,P,GR,R,Y,2370,251.56000
2324,07NOV2023:00:00:00,R,UG,O,Y,401,32.00000
2324,07NOV2023:00:00:00,R,UG,R,N,1774,133.25000
2324,07NOV2023:00:00:00,R,UG,R,Y,2091,165.92000
2324,07NOV2023:00:00:00,T,UG,O,N,1380,92.92000
2324,07NOV2023:00:00:00,T,UG,R,N,6509,459.17000
2324,07NOV2023:00:00:00,T,UG,R,Y,5302,421.75000
2324,07NOV2023:00:00:00,U,UG,R,N,146,12.17000
2324,08NOV2023:00:00:00,C,GR,O,N,1286,129.33000
2324,08NOV2023:00:00:00,C,GR,O,Y,3820,419.33000
2324,08NOV2023:00:00:00,C,GR,R,N,7390,754.72000
2324,08NOV2023:00:00:00,C,GR,R,Y,6601,716.33000
2324,08NOV2023:00:00:00,C,UG,O,N,18471,1241.96000
2324,08NOV2023:00:00:00,C,UG,O,Y,7219,569.29000
2324,08NOV2023:00:00:00,C,UG,R,N,147490,10125.13000
2324,08NOV2023:00:00:00,C,UG,R,Y,22821,1796.42000
2324,08NOV2023:00:00:00,J,UG,R,N,5040,419.58000
2324,08NOV2023:00:00:00,N,UG,O,N,3075,204.21000
2324,08NOV2023:00:00:00,N,UG,R,N,36857,2457.38000
2324,08NOV2023:00:00:00,N,UG,R,Y,2233,170.38000
2324,08NOV2023:00:00:00,P,GR,O,Y,1049,113.78000
2324,08NOV2023:00:00:00,P,GR,R,N,2578,247.39000
2324,08NOV2023:00:00:00,P,GR,R,Y,2389,253.67000
2324,08NOV2023:00:00:00,R,UG,R,N,1769,132.83000
2324,08NOV2023:00:00:00,R,UG,R,Y,2097,166.42000
2324,08NOV2023:00:00:00,T,UG,O,N,1393,93.92000
2324,08NOV2023:00:00:00,T,UG,O,Y,1975,158.42000
2324,08NOV2023:00:00:00,T,UG,R,N,6545,462.29000
2324,08NOV2023:00:00:00,T,UG,R,Y,5370,427.33000
2324,09NOV2023:00:00:00,C,GR,O,Y,3859,423.67000
2324,09NOV2023:00:00:00,C,GR,R,N,7444,760.06000
2324,09NOV2023:00:00:00,C,GR,R,Y,6639,720.89000
2324,09NOV2023:00:00:00,C,UG,O,N,18556,1247.29000
2324,09NOV2023:00:00:00,C,UG,O,Y,7327,577.71000
2324,09NOV2023:00:00:00,C,UG,R,N,148412,10183.38000
2324,09NOV2023:00:00:00,C,UG,R,Y,23170,1823.92000
2324,09NOV2023:00:00:00,J,UG,R,N,5326,443.42000
2324,09NOV2023:00:00:00,N,UG,O,N,3081,204.46000
2324,09NOV2023:00:00:00,N,UG,R,N,36870,2458.38000
2324,09NOV2023:00:00:00,P,GR,O,Y,1085,117.78000
2324,09NOV2023:00:00:00,P,GR,R,N,2584,248.06000
2324,09NOV2023:00:00:00,P,GR,R,Y,2422,257.33000
2324,09NOV2023:00:00:00,R,GR,R,N,364,40.11000
2324,09NOV2023:00:00:00,R,UG,R,N,1781,133.83000
2324,09NOV2023:00:00:00,R,UG,R,Y,2126,168.50000
2324,09NOV2023:00:00:00,T,UG,O,N,1412,95.33000
2324,09NOV2023:00:00:00,T,UG,O,Y,2005,160.92000
2324,09NOV2023:00:00:00,T,UG,R,N,6572,464.13000
2324,09NOV2023:00:00:00,T,UG,R,Y,5405,429.83000
2324,09NOV2023:00:00:00,U,GR,R,N,83,9.22000
2324,10NOV2023:00:00:00,C,GR,O,N,1295,130.33000
2324,10NOV2023:00:00:00,C,GR,O,Y,3877,425.67000
2324,10NOV2023:00:00:00,C,GR,R,N,7464,762.28000
2324,10NOV2023:00:00:00,C,GR,R,Y,6704,727.56000
2324,10NOV2023:00:00:00,C,UG,O,N,18610,1250.96000
2324,10NOV2023:00:00:00,C,UG,O,Y,7465,588.54000
2324,10NOV2023:00:00:00,C,UG,R,N,149308,10245.38000
2324,10NOV2023:00:00:00,C,UG,R,Y,23504,1849.83000
2324,10NOV2023:00:00:00,J,UG,R,N,6149,512.00000
2324,10NOV2023:00:00:00,N,UG,R,N,36886,2459.38000
2324,10NOV2023:00:00:00,N,UG,R,Y,2247,171.38000
2324,10NOV2023:00:00:00,P,GR,R,N,2593,249.06000
2324,10NOV2023:00:00:00,R,GR,O,Y,62,6.89000
2324,10NOV2023:00:00:00,R,UG,R,N,1787,134.33000
2324,10NOV2023:00:00:00,R,UG,R,Y,2142,170.00000
2324,10NOV2023:00:00:00,T,UG,O,N,1413,95.33000
2324,10NOV2023:00:00:00,T,UG,R,N,6615,466.96000
2324,10NOV2023:00:00:00,T,UG,R,Y,5436,432.33000
2324,10NOV2023:00:00:00,U,UG,R,Y,109,9.08000
2324,10NOV2023:00:00:00,X,GR,R,Y,3,0.33000
2324,11NOV2023:00:00:00,C,GR,O,Y,3886,426.67000
2324,11NOV2023:00:00:00,C,GR,R,N,7485,764.61000
2324,11NOV2023:00:00:00,C,GR,R,Y,6725,729.89000
2324,11NOV2023:00:00:00,C,UG,O,N,18634,1252.71000
2324,11NOV2023:00:00:00,C,UG,O,Y,7474,589.29000
2324,11NOV2023:00:00:00,C,UG,R,N,149512,10259.50000
2324,11NOV2023:00:00:00,C,UG,R,Y,23626,1859.83000
2324,11NOV2023:00:00:00,J,UG,R,N,6175,514.17000
2324,11NOV2023:00:00:00,N,UG,R,Y,2259,172.38000
2324,11NOV2023:00:00:00,P,GR,O,Y,1091,118.44000
2324,11NOV2023:00:00:00,P,GR,R,Y,2437,259.00000
2324,11NOV2023:00:00:00,R,UG,O,Y,407,32.50000
2324,11NOV2023:00:00:00,T,UG,R,Y,5450,433.33000
2324,12NOV2023:00:00:00,C,GR,O,N,1313,132.33000
2324,12NOV2023:00:00:00,C,GR,O,Y,3898,428.00000
2324,12NOV2023:00:00:00,C,GR,R,N,7509,767.28000
2324,12NOV2023:00:00:00,C,GR,R,Y,6784,736.44000
2324,12NOV2023:00:00:00,C,UG,O,N,18653,1253.88000
2324,12NOV2023:00:00:00,C,UG,O,Y,7496,591.13000
2324,12NOV2023:00:00:00,C,UG,R,N,149764,10275.79000
2324,12NOV2023:00:00:00,C,UG,R,Y,23702,1865.92000
2324,12NOV2023:00:00:00,N,UG,R,N,36904,2460.29000
2324,12NOV2023:00:00:00,P,GR,R,Y,2443,259.67000
2324,12NOV2023:00:00:00,T,UG,R,N,6624,467.71000
2324,12NOV2023:00:00:00,T,UG,R,Y,5462,434.33000
2324,13NOV2023:00:00:00,C,GR,O,N,1319,133.00000
2324,13NOV2023:00:00:00,C,GR,O,Y,3948,433.56000
2324,13NOV2023:00:00:00,C,GR,R,N,7602,776.94000
2324,13NOV2023:00:00:00,C,GR,R,Y,6863,744.83000
2324,13NOV2023:00:00:00,C,UG,O,N,18774,1261.75000
2324,13NOV2023:00:00:00,C,UG,O,Y,7610,599.96000
2324,13NOV2023:00:00:00,C,UG,R,N,150690,10338.88000
2324,13NOV2023:00:00:00,C,UG,R,Y,23912,1882.58000
2324,13NOV2023:00:00:00,J,UG,R,N,6263,521.50000
2324,13NOV2023:00:00:00,N,UG,R,N,36924,2461.79000
2324,13NOV2023:00:00:00,N,UG,R,Y,2263,172.54000
2324,13NOV2023:00:00:00,P,GR,O,Y,1103,119.78000
2324,13NOV2023:00:00:00,P,GR,R,N,2602,250.06000
2324,13NOV2023:00:00:00,P,GR,R,Y,2477,263.00000
2324,13NOV2023:00:00:00,R,GR,R,Y,387,41.33000
2324,13NOV2023:00:00:00,R,UG,O,Y,419,33.50000
2324,13NOV2023:00:00:00,R,UG,R,Y,2187,173.50000
2324,13NOV2023:00:00:00,T,UG,O,N,1414,95.33000
2324,13NOV2023:00:00:00,T,UG,O,Y,2016,161.83000
2324,13NOV2023:00:00:00,T,UG,R,N,6673,470.79000
2324,13NOV2023:00:00:00,T,UG,R,Y,5519,438.83000
2324,13NOV2023:00:00:00,U,UG,R,N,149,12.42000
2324,13NOV2023:00:00:00,U,UG,R,Y,118,9.83000
2324,14NOV2023:00:00:00,C,GR,O,N,1349,136.00000
2324,14NOV2023:00:00:00,C,GR,O,Y,3997,439.00000
2324,14NOV2023:00:00:00,C,GR,R,N,7672,783.61000
2324,14NOV2023:00:00:00,C,GR,R,Y,6921,751.61000
2324,14NOV2023:00:00:00,C,UG,O,N,18862,1268.25000
2324,14NOV2023:00:00:00,C,UG,O,Y,7708,607.96000
2324,14NOV2023:00:00:00,C,UG,R,N,151724,10405.88000
2324,14NOV2023:00:00:00,C,UG,R,Y,24127,1899.92000
2324,14NOV2023:00:00:00,J,UG,R,N,6612,550.58000
2324,14NOV2023:00:00:00,N,UG,O,N,3094,205.46000
2324,14NOV2023:00:00:00,N,UG,R,N,36967,2464.79000
2324,14NOV2023:00:00:00,N,UG,R,Y,2301,175.29000
2324,14NOV2023:00:00:00,P,GR,O,Y,1109,120.44000
2324,14NOV2023:00:00:00,P,GR,R,Y,2501,265.67000
2324,14NOV2023:00:00:00,R,GR,R,Y,399,42.67000
2324,14NOV2023:00:00:00,R,UG,O,Y,422,33.75000
2324,14NOV2023:00:00:00,R,UG,R,N,1849,138.92000
2324,14NOV2023:00:00:00,T,UG,R,N,6692,472.04000
2324,14NOV2023:00:00:00,T,UG,R,Y,5554,442.00000
2324,14NOV2023:00:00:00,U,UG,R,Y,129,10.75000
2324,15NOV2023:00:00:00,C,GR,O,N,1346,135.67000
2324,15NOV2023:00:00:00,C,GR,O,Y,4033,443.00000
2324,15NOV2023:00:00:00,C,GR,R,N,7696,785.94000
2324,15NOV2023:00:00:00,C,GR,R,Y,6981,757.83000
2324,15NOV2023:00:00:00,C,UG,O,N,18975,1276.92000
2324,15NOV2023:00:00:00,C,UG,O,Y,7803,615.13000
2324,15NOV2023:00:00:00,C,UG,R,N,152631,10467.17000
2324,15NOV2023:00:00:00,C,UG,R,Y,24442,1924.42000
2324,15NOV2023:00:00:00,J,UG,R,N,6779,564.50000
2324,15NOV2023:00:00:00,N,UG,O,N,3101,205.71000
2324,15NOV2023:00:00:00,N,UG,R,N,37013,2467.63000
2324,15NOV2023:00:00:00,N,UG,R,Y,2327,177.29000
2324,15NOV2023:00:00:00,P,GR,O,Y,1133,123.11000
2324,15NOV2023:00:00:00,P,GR,R,Y,2524,268.22000
2324,15NOV2023:00:00:00,R,GR,R,N,367,40.44000
2324,15NOV2023:00:00:00,R,GR,R,Y,393,42.00000
2324,15NOV2023:00:00:00,R,UG,R,N,1908,143.42000
2324,15NOV2023:00:00:00,R,UG,R,Y,2254,178.33000
2324,15NOV2023:00:00:00,T,UG,O,Y,2028,162.83000
2324,15NOV2023:00:00:00,T,UG,R,N,6714,473.88000
2324,15NOV2023:00:00:00,T,UG,R,Y,5616,446.92000
2324,15NOV2023:00:00:00,X,UG,R,Y,19,1.58000
2324,16NOV2023:00:00:00,C,GR,O,N,1358,136.67000
2324,16NOV2023:00:00:00,C,GR,O,Y,4058,445.78000
2324,16NOV2023:00:00:00,C,GR,R,N,7754,791.61000
2324,16NOV2023:00:00:00,C,GR,R,Y,7022,762.06000
2324,16NOV2023:00:00:00,C,UG,O,N,19011,1279.25000
2324,16NOV2023:00:00:00,C,UG,O,Y,7900,623.04000
2324,16NOV2023:00:00:00,C,UG,R,N,153425,10522.13000
2324,16NOV2023:00:00:00,C,UG,R,Y,24659,1941.33000
2324,16NOV2023:00:00:00,H,UG,R,N,103,7.08000
2324,16NOV2023:00:00:00,J,UG,R,N,6791,565.50000
2324,16NOV2023:00:00:00,N,UG,R,N,37012,2467.54000
2324,16NOV2023:00:00:00,N,UG,R,Y,2348,178.96000
2324,16NOV2023:00:00:00,P,GR,O,Y,1142,124.11000
2324,16NOV2023:00:00:00,P,GR,R,Y,2526,268.56000
2324,16NOV2023:00:00:00,R,UG,R,N,1940,145.67000
2324,16NOV2023:00:00:00,R,UG,R,Y,2269,179.58000
2324,16NOV2023:00:00:00,T,UG,O,N,1425,96.25000
2324,16NOV2023:00:00:00,T,UG,O,Y,2046,164.33000
2324,16NOV2023:00:00:00,T,UG,R,N,6741,475.79000
2324,16NOV2023:00:00:00,T,UG,R,Y,5651,449.67000
2324,16NOV2023:00:00:00,U,UG,R,N,152,12.67000
2324,16NOV2023:00:00:00,X,UG,R,N,6,0.50000
2324,17NOV2023:00:00:00,C,GR,O,Y,4090,449.33000
2324,17NOV2023:00:00:00,C,GR,R,N,7811,796.94000
2324,17NOV2023:00:00:00,C,GR,R,Y,7074,767.83000
2324,17NOV2023:00:00:00,C,UG,O,N,19041,1280.08000
2324,17NOV2023:00:00:00,C,UG,O,Y,7940,626.04000
2324,17NOV2023:00:00:00,C,UG,R,N,154045,10565.38000
2324,17NOV2023:00:00:00,C,UG,R,Y,24948,1964.33000
2324,17NOV2023:00:00:00,J,UG,R,N,7086,590.08000
2324,17NOV2023:00:00:00,N,UG,R,N,37031,2468.79000
2324,17NOV2023:00:00:00,N,UG,R,Y,2374,180.96000
2324,17NOV2023:00:00:00,P,GR,O,Y,1154,125.44000
2324,17NOV2023:00:00:00,P,GR,R,N,2614,251.39000
2324,17NOV2023:00:00:00,P,GR,R,Y,2547,270.89000
2324,17NOV2023:00:00:00,R,GR,R,N,370,40.78000
2324,17NOV2023:00:00:00,R,UG,R,N,1943,145.67000
2324,17NOV2023:00:00:00,R,UG,R,Y,2275,180.08000
2324,17NOV2023:00:00:00,T,UG,O,N,1438,97.25000
2324,17NOV2023:00:00:00,T,UG,O,Y,2082,167.33000
2324,17NOV2023:00:00:00,T,UG,R,N,6781,478.63000
2324,17NOV2023:00:00:00,T,UG,R,Y,5688,452.42000
2324,18NOV2023:00:00:00,C,GR,O,Y,4106,451.11000
2324,18NOV2023:00:00:00,C,GR,R,N,7823,798.28000
2324,18NOV2023:00:00:00,C,GR,R,Y,7114,772.28000
2324,18NOV2023:00:00:00,C,UG,O,N,19063,1281.17000
2324,18NOV2023:00:00:00,C,UG,O,Y,7964,628.04000
2324,18NOV2023:00:00:00,C,UG,R,N,154163,10574.88000
2324,18NOV2023:00:00:00,C,UG,R,Y,25065,1973.38000
2324,18NOV2023:00:00:00,J,UG,R,N,7089,590.33000
2324,18NOV2023:00:00:00,N,UG,R,N,37050,2469.88000
2324,18NOV2023:00:00:00,N,UG,R,Y,2385,181.88000
2324,18NOV2023:00:00:00,P,GR,O,N,438,40.67000
2324,18NOV2023:00:00:00,P,GR,R,Y,2557,272.00000
2324,18NOV2023:00:00:00,T,UG,R,N,6784,478.63000
2324,18NOV2023:00:00:00,T,UG,R,Y,5700,453.42000
2324,19NOV2023:00:00:00,C,GR,O,Y,4121,452.78000
2324,19NOV2023:00:00:00,C,GR,R,N,7846,800.83000
2324,19NOV2023:00:00:00,C,GR,R,Y,7150,776.28000
2324,19NOV2023:00:00:00,C,UG,O,N,19065,1281.00000
2324,19NOV2023:00:00:00,C,UG,O,Y,8004,631.29000
2324,19NOV2023:00:00:00,C,UG,R,N,154279,10583.54000
2324,19NOV2023:00:00:00,C,UG,R,Y,25196,1983.88000
2324,19NOV2023:00:00:00,N,UG,R,N,37054,2470.21000
2324,19NOV2023:00:00:00,P,GR,O,Y,1172,127.11000
2324,19NOV2023:00:00:00,P,GR,R,Y,2563,272.67000
2324,19NOV2023:00:00:00,R,UG,R,Y,2278,180.08000
2324,19NOV2023:00:00:00,T,UG,O,Y,2091,168.08000
2324,19NOV2023:00:00:00,T,UG,R,N,6805,479.79000
2324,19NOV2023:00:00:00,T,UG,R,Y,5706,453.92000
2324,20NOV2023:00:00:00,C,GR,O,N,1367,137.67000
2324,20NOV2023:00:00:00,C,GR,O,Y,4173,458.22000
2324,20NOV2023:00:00:00,C,GR,R,N,7894,805.39000
2324,20NOV2023:00:00:00,C,GR,R,Y,7188,780.17000
2324,20NOV2023:00:00:00,C,UG,O,N,19073,1281.75000
2324,20NOV2023:00:00:00,C,UG,O,Y,8062,636.04000
2324,20NOV2023:00:00:00,C,UG,R,N,155091,10640.75000
2324,20NOV2023:00:00:00,C,UG,R,Y,25431,2002.79000
2324,20NOV2023:00:00:00,J,UG,R,N,7131,593.83000
2324,20NOV2023:00:00:00,N,UG,R,N,37101,2473.96000
2324,20NOV2023:00:00:00,N,UG,R,Y,2391,182.38000
2324,20NOV2023:00:00:00,P,GR,O,N,441,41.00000
2324,20NOV2023:00:00:00,P,GR,O,Y,1184,128.44000
2324,20NOV2023:00:00:00,P,GR,R,N,2632,253.39000
2324,20NOV2023:00:00:00,P,GR,R,Y,2578,274.11000
2324,20NOV2023:00:00:00,R,GR,R,N,376,41.44000
2324,20NOV2023:00:00:00,R,UG,R,N,1979,148.17000
2324,20NOV2023:00:00:00,T,UG,O,N,1444,97.42000
2324,20NOV2023:00:00:00,T,UG,O,Y,2116,170.08000
2324,20NOV2023:00:00:00,T,UG,R,N,6834,482.04000
2324,20NOV2023:00:00:00,T,UG,R,Y,5739,456.67000
2324,20NOV2023:00:00:00,U,UG,R,N,155,12.92000
2324,21NOV2023:00:00:00,C,GR,O,Y,4193,460.44000
2324,21NOV2023:00:00:00,C,GR,R,N,7933,809.39000
2324,21NOV2023:00:00:00,C,GR,R,Y,7241,785.72000
2324,21NOV2023:00:00:00,C,UG,O,N,19126,1285.92000
2324,21NOV2023:00:00:00,C,UG,O,Y,8102,639.29000
2324,21NOV2023:00:00:00,C,UG,R,N,155605,10674.88000
