YEAR,EFFECTIVE_DATE,STYP,LEVL,RESD,EKU_ONLINE,HOURS,FTE
2223,08SEP2022:00:00:00,C,UG,O,N,9908,664.83000
2223,08SEP2022:00:00:00,C,UG,O,Y,4316,342.46000
2223,08SEP2022:00:00:00,C,UG,R,N,69006,4741.83000
2223,08SEP2022:00:00:00,C,UG,R,Y,12200,956.42000
2223,08SEP2022:00:00:00,H,UG,R,N,55,4.00000
2223,08SEP2022:00:00:00,N,UG,O,N,3197,210.67000
2223,08SEP2022:00:00:00,N,UG,O,Y,307,24.50000
2223,08SEP2022:00:00:00,N,UG,R,N,35840,2384.71000
2223,08SEP2022:00:00:00,N,UG,R,Y,1614,122.67000
2223,08SEP2022:00:00:00,P,GR,R,N,2449,227.00000
2223,08SEP2022:00:00:00,P,GR,R,Y,1966,211.72000
2223,08SEP2022:00:00:00,R,GR,R,Y,246,27.00000
2223,08SEP2022:00:00:00,R,UG,O,Y,224,17.92000
2223,08SEP2022:00:00:00,R,UG,R,Y,1620,127.75000
2223,08SEP2022:00:00:00,T,UG,O,N,1471,98.75000
2223,08SEP2022:00:00:00,T,UG,O,Y,1303,104.00000
2223,08SEP2022:00:00:00,T,UG,R,Y,4183,331.00000
2223,09SEP2022:00:00:00,C,GR,R,N,3101,327.39000
2223,09SEP2022:00:00:00,C,UG,O,N,9938,666.58000
2223,09SEP2022:00:00:00,C,UG,O,Y,4322,342.96000
2223,09SEP2022:00:00:00,C,UG,R,N,69114,4749.58000
2223,09SEP2022:00:00:00,C,UG,R,Y,12233,958.92000
2223,09SEP2022:00:00:00,N,UG,O,Y,319,25.50000
2223,09SEP2022:00:00:00,N,UG,R,N,35846,2384.71000
2223,09SEP2022:00:00:00,N,UG,R,Y,1626,123.67000
2223,09SEP2022:00:00:00,P,GR,R,N,2452,227.33000
2223,09SEP2022:00:00:00,P,GR,R,Y,1970,212.11000
2223,09SEP2022:00:00:00,R,UG,R,Y,1638,129.25000
2223,09SEP2022:00:00:00,T,UG,O,Y,1318,105.25000
2223,09SEP2022:00:00:00,T,UG,R,Y,4195,332.00000
2223,09SEP2022:00:00:00,U,UG,O,Y,12,1.00000
2223,10SEP2022:00:00:00,C,UG,O,N,9947,667.08000
2223,10SEP2022:00:00:00,C,UG,O,Y,4331,343.71000
2223,10SEP2022:00:00:00,C,UG,R,N,69130,4750.92000
2223,10SEP2022:00:00:00,C,UG,R,Y,12248,960.17000
2223,10SEP2022:00:00:00,N,UG,O,Y,322,25.75000
2223,10SEP2022:00:00:00,P,GR,R,Y,1967,211.78000
2223,10SEP2022:00:00:00,R,UG,R,Y,1635,129.00000
2223,10SEP2022:00:00:00,T,UG,R,N,6226,431.29000
2223,10SEP2022:00:00:00,T,UG,R,Y,4192,331.75000
2223,11SEP2022:00:00:00,C,GR,R,Y,3008,329.44000
2223,11SEP2022:00:00:00,C,UG,O,N,9955,667.50000
2223,11SEP2022:00:00:00,C,UG,O,Y,4323,343.13000
2223,11SEP2022:00:00:00,C,UG,R,N,69170,4753.75000
2223,11SEP2022:00:00:00,C,UG,R,Y,12257,960.92000
2223,11SEP2022:00:00:00,N,UG,R,N,35849,2384.71000
2223,11SEP2022:00:00:00,R,UG,R,Y,1629,128.50000
2223,11SEP2022:00:00:00,T,UG,O,Y,1321,105.50000
2223,12SEP2022:00:00:00,C,GR,R,Y,3014,330.06000
2223,30MAY2023:00:00:00,C,GR,O,Y,6719,739.39000
2223,30MAY2023:00:00:00,C,GR,R,N,10384,1062.56000
2223,30MAY2023:00:00:00,C,GR,R,Y,10422,1143.44000
2223,30MAY2023:00:00:00,C,UG,O,N,23856,1608.96000
2223,30MAY2023:00:00:00,C,UG,O,Y,11306,908.38000
2223,30MAY2023:00:00:00,C,UG,R,N,170920,11804.38000
2223,30MAY2023:00:00:00,C,UG,R,Y,31305,2466.50000
2223,30MAY2023:00:00:00,H,UG,R,N,144,11.00000
2223,30MAY2023:00:00:00,N,UG,R,N,37393,2491.46000
2223,30MAY2023:00:00:00,P,GR,O,Y,1461,160.33000
2223,30MAY2023:00:00:00,R,GR,O,Y,123,13.33000
2223,30MAY2023:00:00:00,R,UG,O,Y,493,39.92000
2223,30MAY2023:00:00:00,R,UG,R,Y,2979,238.88000
2223,30MAY2023:00:00:00,T,UG,O,Y,2618,210.83000
2223,30MAY2023:00:00:00,T,UG,R,Y,6978,559.54000
2223,30MAY2023:00:00:00,X,UG,R,Y,86,7.17000
2223,31MAY2023:00:00:00,C,UG,O,N,23865,1609.71000
2223,31MAY2023:00:00:00,C,UG,O,Y,11313,908.96000
2223,31MAY2023:00:00:00,C,UG,R,N,170964,11807.79000
2223,31MAY2023:00:00:00,C,UG,R,Y,31323,2468.00000
2223,31MAY2023:00:00:00,J,UG,R,N,6674,555.63000
2223,31MAY2023:00:00:00,N,UG,R,N,37400,2492.04000
2223,31MAY2023:00:00:00,R,UG,R,Y,2982,239.13000
2223,31MAY2023:00:00:00,T,UG,R,Y,6984,560.04000
2223,01JUN2023:00:00:00,C,GR,R,N,10378,1061.89000
2223,01JUN2023:00:00:00,C,GR,R,Y,10431,1144.11000
2223,01JUN2023:00:00:00,C,UG,O,N,23868,1609.96000
2223,01JUN2023:00:00:00,C,UG,O,Y,11319,909.21000
2223,01JUN2023:00:00:00,C,UG,R,N,170962,11807.63000
2223,01JUN2023:00:00:00,N,UG,O,N,3506,230.83000
2223,01JUN2023:00:00:00,N,UG,R,N,37409,2492.79000
2223,01JUN2023:00:00:00,P,GR,O,N,813,78.00000
2223,01JUN2023:00:00:00,P,GR,O,Y,1458,160.00000
2223,01JUN2023:00:00:00,R,UG,O,Y,497,40.25000
2223,01JUN2023:00:00:00,R,UG,R,Y,2991,239.88000
2223,01JUN2023:00:00:00,T,UG,O,N,2019,137.08000
2223,01JUN2023:00:00:00,T,UG,R,Y,6981,559.79000
2223,02JUN2023:00:00:00,C,GR,R,N,10381,1062.22000
2223,02JUN2023:00:00:00,C,GR,R,Y,10434,1144.44000
2223,02JUN2023:00:00:00,C,UG,O,N,23873,1610.33000
2223,02JUN2023:00:00:00,C,UG,O,Y,11328,909.96000
2223,02JUN2023:00:00:00,C,UG,R,N,170965,11807.88000
2223,02JUN2023:00:00:00,C,UG,R,Y,31329,2468.50000
2223,02JUN2023:00:00:00,N,UG,O,N,3510,231.17000
2223,02JUN2023:00:00:00,N,UG,R,N,37388,2491.04000
2223,02JUN2023:00:00:00,R,UG,R,Y,2997,240.38000
2223,02JUN2023:00:00:00,X,UG,R,N,42,3.50000
2223,02JUN2023:00:00:00,X,UG,R,Y,91,7.58000
2223,03JUN2023:00:00:00,C,UG,R,N,170971,11808.38000
2223,03JUN2023:00:00:00,C,UG,R,Y,31332,2468.75000
2223,03JUN2023:00:00:00,R,UG,R,Y,3003,240.88000
2223,04JUN2023:00:00:00,C,UG,O,N,23876,1610.58000
2223,04JUN2023:00:00:00,C,UG,O,Y,11322,909.46000
2223,05JUN2023:00:00:00,C,GR,R,N,10393,1062.89000
2223,05JUN2023:00:00:00,C,GR,R,Y,10438,1144.89000
2223,05JUN2023:00:00:00,C,UG,O,N,23876,1610.63000
2223,05JUN2023:00:00:00,C,UG,R,N,170978,11808.63000
2223,05JUN2023:00:00:00,J,UG,R,N,6677,555.88000
2223,05JUN2023:00:00:00,N,UG,R,N,37375,2489.96000
2223,05JUN2023:00:00:00,P,GR,R,N,3753,370.28000
2223,05JUN2023:00:00:00,P,GR,R,Y,3382,365.78000
2223,05JUN2023:00:00:00,R,GR,R,Y,428,46.89000
2223,05JUN2023:00:00:00,R,UG,R,Y,3000,240.63000
2223,05JUN2023:00:00:00,T,UG,R,N,8971,629.83000
2223,05JUN2023:00:00:00,T,UG,R,Y,6996,561.04000
2223,05JUN2023:00:00:00,U,GR,R,N,226,25.11000
2223,05JUN2023:00:00:00,X,UG,R,Y,94,7.83000
2223,06JUN2023:00:00:00,C,GR,O,Y,6722,739.72000
2223,06JUN2023:00:00:00,C,GR,R,N,10396,1063.22000
2223,06JUN2023:00:00:00,C,GR,R,Y,10441,1144.89000
2223,06JUN2023:00:00:00,C,UG,O,N,23878,1610.75000
2223,06JUN2023:00:00:00,C,UG,O,Y,11330,910.13000
2223,06JUN2023:00:00:00,C,UG,R,N,171002,11810.50000
2223,06JUN2023:00:00:00,C,UG,R,Y,31357,2470.83000
2223,06JUN2023:00:00:00,N,UG,R,N,37372,2489.71000
2223,06JUN2023:00:00:00,T,UG,R,N,8974,630.08000
2223,06JUN2023:00:00:00,T,UG,R,Y,7017,562.79000
2223,07JUN2023:00:00:00,C,GR,R,Y,10444,1145.22000
2223,07JUN2023:00:00:00,C,UG,O,Y,11324,909.63000
2223,07JUN2023:00:00:00,C,UG,R,N,170997,11810.08000
2223,07JUN2023:00:00:00,C,UG,R,Y,31348,2470.08000
2223,07JUN2023:00:00:00,N,UG,R,N,37369,2489.46000
2223,07JUN2023:00:00:00,P,GR,R,Y,3381,365.44000
2223,07JUN2023:00:00:00,R,UG,R,Y,3018,242.13000
2223,07JUN2023:00:00:00,T,UG,R,N,8977,630.33000
2223,07JUN2023:00:00:00,T,UG,R,Y,7020,563.04000
2223,08JUN2023:00:00:00,C,GR,O,Y,6725,740.06000
2223,08JUN2023:00:00:00,C,GR,R,Y,10450,1145.89000
2223,08JUN2023:00:00:00,C,UG,R,N,171004,11810.67000
2223,08JUN2023:00:00:00,C,UG,R,Y,31351,2470.33000
2223,08JUN2023:00:00:00,P,GR,R,Y,3384,365.78000
2223,08JUN2023:00:00:00,U,UG,R,Y,192,15.92000
2223,09JUN2023:00:00:00,C,GR,R,N,10395,1063.11000
2223,09JUN2023:00:00:00,C,UG,R,N,171009,11811.08000
2223,11JUN2023:00:00:00,C,GR,R,N,10401,1063.78000
2223,11JUN2023:00:00:00,C,UG,O,N,23875,1610.50000
2223,11JUN2023:00:00:00,P,GR,R,N,3747,369.94000
2223,12JUN2023:00:00:00,C,GR,O,Y,6728,740.39000
2223,12JUN2023:00:00:00,C,GR,R,N,10410,1064.44000
2223,12JUN2023:00:00:00,C,GR,R,Y,10453,1145.89000
2223,12JUN2023:00:00:00,C,UG,O,N,23882,1610.58000
2223,12JUN2023:00:00:00,C,UG,R,N,170970,11807.58000
2223,12JUN2023:00:00:00,C,UG,R,Y,31342,2469.58000
2223,12JUN2023:00:00:00,N,UG,R,N,37291,2482.96000
2223,12JUN2023:00:00:00,N,UG,R,Y,2477,193.25000
2223,12JUN2023:00:00:00,T,UG,R,Y,7053,565.79000
2223,12JUN2023:00:00:00,U,GR,R,N,230,25.56000
2223,13JUN2023:00:00:00,C,GR,R,Y,10456,1146.22000
2223,13JUN2023:00:00:00,C,UG,R,N,170967,11807.33000
2223,13JUN2023:00:00:00,T,UG,R,Y,7059,566.29000
2223,14JUN2023:00:00:00,C,GR,O,N,1999,204.44000
2223,14JUN2023:00:00:00,C,GR,R,N,10407,1064.11000
2223,14JUN2023:00:00:00,C,UG,O,N,23885,1610.83000
2223,14JUN2023:00:00:00,C,UG,O,Y,11327,909.88000
2223,14JUN2023:00:00:00,C,UG,R,N,170989,11808.83000
2223,14JUN2023:00:00:00,N,UG,R,N,37300,2483.71000
2223,14JUN2023:00:00:00,N,UG,R,Y,2483,193.75000
2223,14JUN2023:00:00:00,P,GR,R,N,3750,370.28000
2223,14JUN2023:00:00:00,P,GR,R,Y,3387,366.11000
2223,14JUN2023:00:00:00,T,UG,R,N,8977,630.25000
2223,14JUN2023:00:00:00,T,UG,R,Y,7071,567.29000
2223,14JUN2023:00:00:00,U,GR,R,N,235,26.11000
2223,15JUN2023:00:00:00,C,GR,R,N,10401,1063.44000
2223,15JUN2023:00:00:00,C,GR,R,Y,10450,1145.56000
2223,15JUN2023:00:00:00,C,UG,O,Y,11333,910.38000
2223,15JUN2023:00:00:00,C,UG,R,N,171008,11810.42000
2223,15JUN2023:00:00:00,N,UG,R,N,37309,2484.46000
2223,15JUN2023:00:00:00,R,GR,R,N,364,38.67000
2223,15JUN2023:00:00:00,R,UG,O,Y,499,40.42000
2223,15JUN2023:00:00:00,T,UG,R,N,8980,630.50000
2223,15JUN2023:00:00:00,T,UG,R,Y,7089,568.79000
2223,15JUN2023:00:00:00,X,UG,R,Y,97,8.08000
2223,16JUN2023:00:00:00,C,UG,R,N,171011,11810.67000
2223,16JUN2023:00:00:00,U,GR,R,N,241,26.78000
2223,17JUN2023:00:00:00,C,UG,O,N,23880,1610.46000
2223,17JUN2023:00:00:00,C,UG,R,N,171014,11810.92000
2223,18JUN2023:00:00:00,C,UG,R,N,171017,11811.17000
2223,18JUN2023:00:00:00,T,UG,R,Y,7098,569.54000
2223,19JUN2023:00:00:00,C,UG,O,N,23883,1610.71000
2223,19JUN2023:00:00:00,H,UG,R,N,141,10.75000
2223,19JUN2023:00:00:00,P,GR,R,N,3753,370.61000
2223,19JUN2023:00:00:00,R,UG,R,Y,3021,242.38000
2223,19JUN2023:00:00:00,T,UG,R,N,8981,630.63000
2223,19JUN2023:00:00:00,T,UG,R,Y,7099,569.67000
2223,20JUN2023:00:00:00,C,GR,R,N,10404,1063.78000
2223,20JUN2023:00:00:00,C,GR,R,Y,10444,1144.89000
2223,20JUN2023:00:00:00,C,UG,O,Y,11315,908.88000
2223,20JUN2023:00:00:00,C,UG,R,N,171020,11811.42000
2223,20JUN2023:00:00:00,N,UG,R,N,37315,2484.96000
2223,20JUN2023:00:00:00,P,GR,R,N,3759,371.28000
2223,20JUN2023:00:00:00,T,UG,O,N,2014,136.67000
2223,20JUN2023:00:00:00,T,UG,O,Y,2612,210.33000
2223,20JUN2023:00:00:00,X,UG,R,Y,100,8.33000
2223,21JUN2023:00:00:00,C,GR,R,Y,10447,1145.22000
2223,21JUN2023:00:00:00,C,UG,O,N,23877,1610.17000
2223,21JUN2023:00:00:00,C,UG,R,N,170998,11809.83000
2223,21JUN2023:00:00:00,C,UG,R,Y,31359,2471.00000
2223,21JUN2023:00:00:00,N,UG,O,N,3493,229.75000
2223,21JUN2023:00:00:00,N,UG,R,N,37303,2483.96000
2223,21JUN2023:00:00:00,R,UG,R,Y,3012,241.63000
2223,21JUN2023:00:00:00,T,UG,R,N,8975,630.13000
2223,21JUN2023:00:00:00,X,UG,R,Y,96,8.00000
2223,22JUN2023:00:00:00,C,UG,O,Y,11309,908.38000
2223,22JUN2023:00:00:00,C,UG,R,N,171000,11810.00000
2223,22JUN2023:00:00:00,R,UG,R,Y,3015,241.88000
2223,23JUN2023:00:00:00,C,GR,R,Y,10438,1144.22000
2223,23JUN2023:00:00:00,C,UG,O,N,23886,1610.92000
2223,23JUN2023:00:00:00,C,UG,O,Y,11303,907.88000
2223,23JUN2023:00:00:00,C,UG,R,N,171005,11810.42000
2223,23JUN2023:00:00:00,R,GR,R,N,370,39.33000
2223,23JUN2023:00:00:00,T,UG,R,Y,7087,568.67000
2223,24JUN2023:00:00:00,T,UG,R,Y,7093,569.17000
2223,25JUN2023:00:00:00,C,UG,O,Y,11300,907.63000
2223,25JUN2023:00:00:00,C,UG,R,N,171008,11810.67000
2223,25JUN2023:00:00:00,T,UG,R,N,8979,630.46000
2223,26JUN2023:00:00:00,C,GR,R,N,10398,1063.11000
2223,26JUN2023:00:00:00,C,UG,O,Y,11291,906.88000
2223,26JUN2023:00:00:00,C,UG,R,N,171003,11810.25000
2223,26JUN2023:00:00:00,N,UG,R,N,37297,2483.46000
2223,26JUN2023:00:00:00,P,GR,R,N,3762,371.61000
2223,27JUN2023:00:00:00,C,GR,O,Y,6716,739.06000
2223,27JUN2023:00:00:00,C,GR,R,N,10395,1062.78000
2223,27JUN2023:00:00:00,C,GR,R,Y,10435,1143.89000
2223,27JUN2023:00:00:00,C,UG,O,Y,11270,905.13000
2223,27JUN2023:00:00:00,C,UG,R,N,170986,11808.75000
2223,27JUN2023:00:00:00,C,UG,R,Y,31308,2466.75000
2223,27JUN2023:00:00:00,N,UG,R,N,37296,2483.38000
2223,27JUN2023:00:00:00,T,UG,R,Y,7075,567.67000
2223,27JUN2023:00:00:00,U,GR,R,N,244,27.11000
2223,27JUN2023:00:00:00,X,GR,R,N,3,0.33000
2223,28JUN2023:00:00:00,C,UG,O,N,23878,1610.25000
2223,28JUN2023:00:00:00,C,UG,O,Y,11273,905.38000
2223,28JUN2023:00:00:00,C,UG,R,N,170983,11808.50000
2223,28JUN2023:00:00:00,C,UG,R,Y,31320,2467.75000
2223,28JUN2023:00:00:00,P,GR,R,N,3765,371.61000
2223,28JUN2023:00:00:00,T,UG,O,N,2020,137.17000
2223,28JUN2023:00:00:00,T,UG,R,N,8982,630.71000
2223,28JUN2023:00:00:00,T,UG,R,Y,7078,567.92000
2223,29JUN2023:00:00:00,C,GR,R,Y,10429,1143.22000
2223,29JUN2023:00:00:00,C,UG,O,N,23880,1610.42000
2223,29JUN2023:00:00:00,C,UG,R,N,170980,11808.50000
2223,29JUN2023:00:00:00,R,UG,R,Y,3024,242.63000
2223,29JUN2023:00:00:00,T,UG,O,N,2017,136.92000
2223,29JUN2023:00:00:00,U,UG,R,N,207,17.08000
2223,12SEP2022:00:00:00,C,UG,O,N,9963,667.92000
2223,12SEP2022:00:00:00,C,UG,O,Y,4326,343.38000
2223,12SEP2022:00:00:00,C,UG,R,N,69289,4761.08000
2223,12SEP2022:00:00:00,C,UG,R,Y,12266,961.67000
2223,12SEP2022:00:00:00,N,UG,O,Y,325,26.00000
2223,12SEP2022:00:00:00,N,UG,R,N,35853,2384.71000
2223,12SEP2022:00:00:00,N,UG,R,Y,1623,123.50000
2223,12SEP2022:00:00:00,R,GR,R,N,271,29.00000
2223,12SEP2022:00:00:00,R,UG,R,Y,1632,128.75000
2223,12SEP2022:00:00:00,T,UG,O,Y,1343,107.08000
2223,12SEP2022:00:00:00,T,UG,R,N,6228,431.29000
2223,12SEP2022:00:00:00,T,UG,R,Y,4197,332.33000
2223,13SEP2022:00:00:00,C,GR,O,Y,2199,242.61000
2223,13SEP2022:00:00:00,C,GR,R,N,3102,327.50000
2223,13SEP2022:00:00:00,C,UG,O,N,9967,668.46000
2223,13SEP2022:00:00:00,C,UG,O,Y,4319,342.79000
2223,13SEP2022:00:00:00,C,UG,R,N,69375,4765.25000
2223,13SEP2022:00:00:00,C,UG,R,Y,12287,962.67000
2223,13SEP2022:00:00:00,N,UG,O,N,3201,210.67000
2223,13SEP2022:00:00:00,N,UG,R,N,35857,2384.71000
2223,13SEP2022:00:00:00,N,UG,R,Y,1641,125.00000
2223,13SEP2022:00:00:00,P,GR,R,Y,1976,212.78000
2223,13SEP2022:00:00:00,R,UG,R,N,1578,116.75000
2223,13SEP2022:00:00:00,T,UG,O,N,1474,98.75000
2223,13SEP2022:00:00:00,T,UG,O,Y,1352,107.83000
2223,13SEP2022:00:00:00,T,UG,R,N,6224,431.29000
2223,13SEP2022:00:00:00,T,UG,R,Y,4200,332.58000
2223,14SEP2022:00:00:00,C,UG,O,N,9982,668.96000
2223,14SEP2022:00:00:00,C,UG,O,Y,4331,343.79000
2223,14SEP2022:00:00:00,C,UG,R,N,69442,4768.88000
2223,14SEP2022:00:00:00,C,UG,R,Y,12299,963.42000
2223,14SEP2022:00:00:00,N,UG,O,N,3203,210.67000
2223,14SEP2022:00:00:00,N,UG,R,N,35865,2384.71000
2223,14SEP2022:00:00:00,N,UG,R,Y,1635,124.50000
2223,14SEP2022:00:00:00,P,GR,R,Y,1982,213.44000
2223,14SEP2022:00:00:00,T,UG,O,Y,1361,108.58000
2223,14SEP2022:00:00:00,T,UG,R,Y,4207,333.17000
2223,15SEP2022:00:00:00,C,GR,R,Y,3017,330.39000
2223,15SEP2022:00:00:00,C,UG,O,N,9997,669.46000
2223,15SEP2022:00:00:00,C,UG,R,N,69516,4772.88000
2223,15SEP2022:00:00:00,C,UG,R,Y,12341,966.25000
2223,15SEP2022:00:00:00,N,UG,O,Y,331,26.50000
2223,15SEP2022:00:00:00,N,UG,R,N,35893,2385.21000
2223,15SEP2022:00:00:00,N,UG,R,Y,1647,125.50000
2223,15SEP2022:00:00:00,R,UG,R,N,1584,116.83000
2223,15SEP2022:00:00:00,R,UG,R,Y,1641,129.50000
2223,15SEP2022:00:00:00,T,UG,R,N,6227,431.29000
2223,15SEP2022:00:00:00,T,UG,R,Y,4217,334.08000
2223,16SEP2022:00:00:00,C,UG,O,N,10009,669.88000
2223,16SEP2022:00:00:00,C,UG,O,Y,4343,344.79000
2223,16SEP2022:00:00:00,C,UG,R,N,69562,4775.96000
2223,16SEP2022:00:00:00,C,UG,R,Y,12349,967.08000
2223,16SEP2022:00:00:00,N,UG,O,N,3202,210.67000
2223,16SEP2022:00:00:00,N,UG,R,N,35887,2384.21000
2223,16SEP2022:00:00:00,N,UG,R,Y,1653,126.00000
2223,16SEP2022:00:00:00,P,GR,O,Y,848,92.22000
2223,16SEP2022:00:00:00,P,GR,R,N,2446,226.67000
2223,16SEP2022:00:00:00,R,UG,R,N,1586,116.83000
2223,16SEP2022:00:00:00,R,UG,R,Y,1647,130.00000
2223,16SEP2022:00:00:00,T,UG,O,Y,1358,108.33000
2223,16SEP2022:00:00:00,T,UG,R,Y,4215,334.08000
2223,16SEP2022:00:00:00,U,UG,R,Y,65,5.42000
2223,17SEP2022:00:00:00,C,UG,O,Y,4346,345.04000
2223,17SEP2022:00:00:00,C,UG,R,N,69586,4777.79000
2223,17SEP2022:00:00:00,T,UG,O,Y,1364,108.83000
2223,17SEP2022:00:00:00,T,UG,R,N,6225,431.29000
2223,18SEP2022:00:00:00,C,GR,O,Y,2196,242.28000
2223,18SEP2022:00:00:00,C,UG,O,N,10018,670.63000
2223,18SEP2022:00:00:00,C,UG,R,N,69623,4779.88000
2223,18SEP2022:00:00:00,C,UG,R,Y,12340,966.83000
2223,18SEP2022:00:00:00,T,UG,R,Y,4209,333.58000
2223,19SEP2022:00:00:00,C,GR,R,N,3096,326.83000
2223,19SEP2022:00:00:00,C,GR,R,Y,3011,329.72000
2223,19SEP2022:00:00:00,C,UG,O,N,10033,671.38000
2223,19SEP2022:00:00:00,C,UG,O,Y,4343,345.04000
2223,19SEP2022:00:00:00,C,UG,R,N,69699,4783.13000
2223,19SEP2022:00:00:00,C,UG,R,Y,12371,969.42000
2223,19SEP2022:00:00:00,N,UG,O,N,3206,210.58000
2223,19SEP2022:00:00:00,N,UG,O,Y,327,26.33000
2223,19SEP2022:00:00:00,N,UG,R,N,35891,2383.96000
2223,19SEP2022:00:00:00,N,UG,R,Y,1659,126.50000
2223,19SEP2022:00:00:00,R,UG,O,Y,225,18.00000
2223,19SEP2022:00:00:00,R,UG,R,Y,1665,131.50000
2223,19SEP2022:00:00:00,T,UG,O,N,1477,98.75000
2223,19SEP2022:00:00:00,T,UG,O,Y,1379,110.08000
2223,19SEP2022:00:00:00,T,UG,R,N,6232,431.29000
2223,20SEP2022:00:00:00,C,GR,O,Y,2205,242.94000
2223,20SEP2022:00:00:00,C,GR,R,N,3098,327.06000
2223,20SEP2022:00:00:00,C,UG,O,N,10044,672.13000
2223,20SEP2022:00:00:00,C,UG,O,Y,4341,344.88000
2223,20SEP2022:00:00:00,C,UG,R,N,69800,4789.04000
2223,20SEP2022:00:00:00,C,UG,R,Y,12395,970.92000
2223,20SEP2022:00:00:00,N,UG,R,N,35902,2384.71000
2223,20SEP2022:00:00:00,N,UG,R,Y,1665,127.00000
2223,20SEP2022:00:00:00,R,GR,R,Y,249,27.33000
2223,20SEP2022:00:00:00,R,UG,R,Y,1674,132.25000
2223,20SEP2022:00:00:00,T,UG,O,N,1478,98.75000
2223,20SEP2022:00:00:00,T,UG,R,N,6244,431.79000
2223,20SEP2022:00:00:00,T,UG,R,Y,4221,334.58000
2223,21SEP2022:00:00:00,C,GR,R,N,3095,326.72000
2223,21SEP2022:00:00:00,C,GR,R,Y,3020,330.72000
2223,21SEP2022:00:00:00,C,UG,O,N,10061,672.63000
2223,21SEP2022:00:00:00,C,UG,O,Y,4347,345.38000
2223,21SEP2022:00:00:00,C,UG,R,N,69860,4792.79000
2223,21SEP2022:00:00:00,C,UG,R,Y,12413,972.17000
2223,21SEP2022:00:00:00,N,UG,R,N,35905,2384.71000
2223,21SEP2022:00:00:00,N,UG,R,Y,1678,127.83000
2223,21SEP2022:00:00:00,P,GR,R,Y,1973,212.78000
2223,21SEP2022:00:00:00,R,GR,O,Y,78,8.00000
2223,21SEP2022:00:00:00,R,GR,R,Y,252,27.67000
2223,21SEP2022:00:00:00,R,UG,R,Y,1680,132.75000
2223,21SEP2022:00:00:00,T,UG,O,N,1481,98.75000
2223,21SEP2022:00:00:00,T,UG,O,Y,1391,111.08000
2223,21SEP2022:00:00:00,T,UG,R,N,6241,431.79000
2223,21SEP2022:00:00:00,T,UG,R,Y,4233,335.58000
2223,22SEP2022:00:00:00,C,GR,O,Y,2208,243.28000
2223,22SEP2022:00:00:00,C,GR,R,Y,3023,331.06000
2223,22SEP2022:00:00:00,C,UG,O,N,10070,673.13000
2223,22SEP2022:00:00:00,C,UG,O,Y,4356,346.13000
2223,22SEP2022:00:00:00,C,UG,R,N,69927,4798.79000
2223,22SEP2022:00:00:00,C,UG,R,Y,12437,974.17000
2223,22SEP2022:00:00:00,N,UG,O,Y,339,27.33000
2223,22SEP2022:00:00:00,N,UG,R,N,35910,2384.71000
2223,22SEP2022:00:00:00,P,GR,O,Y,851,92.56000
2223,22SEP2022:00:00:00,P,GR,R,Y,1985,214.17000
2223,22SEP2022:00:00:00,R,UG,O,Y,234,18.75000
2223,22SEP2022:00:00:00,T,UG,O,N,1484,98.75000
2223,22SEP2022:00:00:00,T,UG,O,Y,1394,111.33000
2223,22SEP2022:00:00:00,T,UG,R,N,6242,431.79000
2223,23SEP2022:00:00:00,C,GR,O,Y,2211,243.61000
2223,23SEP2022:00:00:00,C,UG,O,N,10079,673.38000
2223,23SEP2022:00:00:00,C,UG,O,Y,4350,346.13000
2223,23SEP2022:00:00:00,C,UG,R,N,69941,4799.96000
2223,23SEP2022:00:00:00,C,UG,R,Y,12445,974.83000
2223,23SEP2022:00:00:00,N,UG,R,N,35914,2384.71000
2223,23SEP2022:00:00:00,P,GR,O,Y,857,93.22000
2223,23SEP2022:00:00:00,R,GR,O,Y,72,7.67000
2223,23SEP2022:00:00:00,R,UG,R,Y,1686,133.25000
2223,23SEP2022:00:00:00,T,UG,O,Y,1404,111.83000
2223,23SEP2022:00:00:00,T,UG,R,Y,4248,336.83000
2223,24SEP2022:00:00:00,C,UG,O,N,10082,673.63000
2223,24SEP2022:00:00:00,C,UG,O,Y,4347,345.88000
2223,24SEP2022:00:00:00,P,GR,R,Y,1982,213.83000
2223,24SEP2022:00:00:00,T,UG,O,Y,1413,112.58000
2223,24SEP2022:00:00:00,T,UG,R,Y,4255,337.42000
2223,25SEP2022:00:00:00,C,UG,O,N,10085,673.63000
2223,25SEP2022:00:00:00,C,UG,O,Y,4350,346.21000
2223,25SEP2022:00:00:00,C,UG,R,N,69962,4801.71000
2223,25SEP2022:00:00:00,C,UG,R,Y,12442,974.58000
2223,25SEP2022:00:00:00,N,UG,O,Y,335,27.17000
2223,25SEP2022:00:00:00,R,UG,R,N,1592,116.83000
2223,25SEP2022:00:00:00,U,UG,R,Y,68,5.67000
2223,26SEP2022:00:00:00,C,UG,O,N,10105,674.63000
2223,26SEP2022:00:00:00,C,UG,O,Y,4353,346.46000
2223,26SEP2022:00:00:00,C,UG,R,N,70043,4807.71000
2223,26SEP2022:00:00:00,C,UG,R,Y,12457,975.58000
2223,26SEP2022:00:00:00,N,UG,R,N,35938,2385.71000
2223,26SEP2022:00:00:00,P,GR,O,N,612,57.33000
2223,26SEP2022:00:00:00,R,UG,R,Y,1686,133.50000
2223,26SEP2022:00:00:00,T,UG,O,Y,1419,113.08000
