YEAR,TRANSACTION_DATE,AID_SOURCE,INTERNAL_AID,CATEGORY,STYP,LEVL,RESD,EKU_ONLINE,AMOUNT
2425,24SEP2024:00:00:00,I,SC,IG,T,UG,R,N,-1351.000
2425,24SEP2024:00:00:00,I,SM,IG,C,UG,R,Y,-2793.000
2425,24SEP2024:00:00:00,I,SM,IG,P,GR,R,Y,-2027.010
2425,24SEP2024:00:00:00,I,SM,IG,R,GR,R,Y,55.000
2425,24SEP2024:00:00:00,I,SM,IG,R,UG,R,N,5650.000
2425,24SEP2024:00:00:00,N,NO,TF,C,GR,O,Y,2027.000
2425,24SEP2024:00:00:00,N,NO,TF,C,GR,R,N,1130.000
2425,24SEP2024:00:00:00,N,NO,TF,C,GR,R,Y,-2080.000
2425,24SEP2024:00:00:00,N,NO,TF,C,UG,O,N,-1090.500
2425,24SEP2024:00:00:00,N,NO,TF,C,UG,O,Y,-877.500
2425,24SEP2024:00:00:00,N,NO,TF,C,UG,R,N,1645.500
2425,24SEP2024:00:00:00,N,NO,TF,C,UG,R,Y,-4066.000
2425,24SEP2024:00:00:00,N,NO,TF,J,UG,R,N,285.000
2425,24SEP2024:00:00:00,N,NO,TF,N,UG,O,Y,-1837.000
2425,24SEP2024:00:00:00,N,NO,TF,N,UG,R,N,-1587.000
2425,24SEP2024:00:00:00,N,NO,TF,N,UG,R,Y,-1705.500
2425,24SEP2024:00:00:00,N,NO,TF,P,GR,O,Y,0.000
2425,24SEP2024:00:00:00,N,NO,TF,P,GR,R,Y,-4280.000
2425,24SEP2024:00:00:00,N,NO,TF,R,GR,R,N,54.750
2425,24SEP2024:00:00:00,N,NO,TF,R,GR,R,Y,4079.000
2425,24SEP2024:00:00:00,N,NO,TF,R,UG,R,N,85.000
2425,24SEP2024:00:00:00,N,NO,TF,T,UG,O,N,0.000
2425,24SEP2024:00:00:00,N,NO,TF,T,UG,O,Y,-67.000
2425,24SEP2024:00:00:00,N,NO,TF,T,UG,R,Y,2632.800
2425,25SEP2024:00:00:00,E,NO,FG,C,UG,R,Y,535.000
2425,25SEP2024:00:00:00,E,NO,OG,C,GR,R,Y,1483.000
2425,25SEP2024:00:00:00,E,NO,OG,C,UG,O,N,15000.000
2425,25SEP2024:00:00:00,E,NO,OG,C,UG,O,Y,2000.000
2425,25SEP2024:00:00:00,E,NO,OG,C,UG,R,N,11660.000
2425,25SEP2024:00:00:00,E,NO,OG,C,UG,R,Y,8539.000
2425,25SEP2024:00:00:00,E,NO,OG,P,GR,R,Y,4218.000
2425,25SEP2024:00:00:00,E,NO,OG,T,UG,R,N,1512.500
2425,25SEP2024:00:00:00,E,NO,SG,C,UG,R,N,4367.500
2425,25SEP2024:00:00:00,E,NO,SG,C,UG,R,Y,6501.000
2425,25SEP2024:00:00:00,E,NO,SG,N,UG,R,N,4180.500
2425,25SEP2024:00:00:00,I,AS,IG,N,UG,R,N,1250.000
2425,25SEP2024:00:00:00,I,EM,IG,C,GR,R,N,198.000
2425,25SEP2024:00:00:00,I,FC,IG,N,UG,R,N,25653.000
2425,25SEP2024:00:00:00,I,SC,IG,C,UG,O,N,1447.700
2425,25SEP2024:00:00:00,I,SC,IG,C,UG,R,N,8686.200
2425,25SEP2024:00:00:00,I,SC,IG,N,UG,R,N,-46290.000
2425,25SEP2024:00:00:00,I,SM,IG,C,UG,R,Y,39449.000
2425,25SEP2024:00:00:00,I,SM,IG,N,UG,R,Y,-1248.000
2425,25SEP2024:00:00:00,I,SM,IG,T,UG,R,Y,16758.000
2425,25SEP2024:00:00:00,N,NO,TF,C,GR,R,Y,18.000
2425,25SEP2024:00:00:00,N,NO,TF,C,UG,O,N,5952.000
2425,25SEP2024:00:00:00,N,NO,TF,C,UG,O,Y,0.000
2425,25SEP2024:00:00:00,N,NO,TF,C,UG,R,N,27725.500
2425,25SEP2024:00:00:00,N,NO,TF,C,UG,R,Y,1439.630
2425,25SEP2024:00:00:00,N,NO,TF,J,UG,R,N,570.000
2425,25SEP2024:00:00:00,N,NO,TF,N,UG,O,N,12.500
2425,25SEP2024:00:00:00,N,NO,TF,N,UG,R,N,13751.500
2425,25SEP2024:00:00:00,N,NO,TF,N,UG,R,Y,-1918.000
2425,25SEP2024:00:00:00,N,NO,TF,P,GR,O,Y,-1977.000
2425,25SEP2024:00:00:00,N,NO,TF,R,GR,O,N,18.000
2425,25SEP2024:00:00:00,N,NO,TF,R,GR,R,Y,2189.000
2425,25SEP2024:00:00:00,N,NO,TF,R,UG,R,N,1050.000
2425,25SEP2024:00:00:00,N,NO,TF,R,UG,R,Y,2793.000
2425,25SEP2024:00:00:00,N,NO,TF,T,UG,O,Y,2793.000
2425,25SEP2024:00:00:00,N,NO,TF,T,UG,R,Y,2793.000
2425,26SEP2024:00:00:00,E,NO,FG,C,UG,O,Y,-890.000
2425,26SEP2024:00:00:00,E,NO,FG,C,UG,R,N,21956.000
2425,26SEP2024:00:00:00,E,NO,FG,C,UG,R,Y,-1050.000
2425,26SEP2024:00:00:00,E,NO,FG,N,UG,R,N,11094.000
2425,26SEP2024:00:00:00,E,NO,FG,N,UG,R,Y,-2917.000
2425,26SEP2024:00:00:00,E,NO,FG,R,UG,R,Y,3318.000
2425,26SEP2024:00:00:00,E,NO,FG,T,UG,O,N,3698.000
2425,26SEP2024:00:00:00,E,NO,FG,T,UG,O,Y,-4185.000
2425,26SEP2024:00:00:00,E,NO,FG,T,UG,R,N,3402.000
2425,26SEP2024:00:00:00,E,NO,FG,T,UG,R,Y,2773.000
2425,26SEP2024:00:00:00,E,NO,OG,C,UG,O,N,1000.000
2425,26SEP2024:00:00:00,E,NO,OG,C,UG,R,N,2700.000
2425,26SEP2024:00:00:00,E,NO,OG,N,UG,O,N,500.000
2425,26SEP2024:00:00:00,E,NO,OG,N,UG,R,N,4225.000
2425,26SEP2024:00:00:00,E,NO,SG,C,UG,R,N,37534.500
2425,26SEP2024:00:00:00,E,NO,SG,C,UG,R,Y,-1982.000
2425,26SEP2024:00:00:00,E,NO,SG,N,UG,R,N,24066.500
2425,26SEP2024:00:00:00,E,NO,SG,N,UG,R,Y,223.000
2425,26SEP2024:00:00:00,E,NO,SG,R,UG,R,Y,5300.000
2425,26SEP2024:00:00:00,E,NO,SG,T,UG,R,N,-219.000
2425,26SEP2024:00:00:00,E,NO,SG,T,UG,R,Y,1989.000
2425,26SEP2024:00:00:00,I,FC,IG,C,UG,R,N,4500.000
2425,26SEP2024:00:00:00,I,FC,IG,N,UG,R,N,5842.000
2425,26SEP2024:00:00:00,I,HG,IG,N,UG,R,N,3016.000
2425,26SEP2024:00:00:00,I,SC,IG,C,UG,R,N,1447.700
2425,26SEP2024:00:00:00,I,SC,IG,N,UG,O,N,4905.000
2425,26SEP2024:00:00:00,I,SC,IG,N,UG,R,N,-906.500
2425,26SEP2024:00:00:00,I,SM,IG,C,GR,R,Y,3120.000
2425,26SEP2024:00:00:00,I,SM,IG,C,UG,R,N,5670.000
2425,26SEP2024:00:00:00,I,SM,IG,C,UG,R,Y,33285.000
2425,26SEP2024:00:00:00,I,SM,IG,N,UG,R,N,5670.000
2425,26SEP2024:00:00:00,I,SM,IG,N,UG,R,Y,7999.000
2425,26SEP2024:00:00:00,I,SM,IG,T,UG,R,Y,5586.000
2425,26SEP2024:00:00:00,N,NO,TF,C,GR,O,Y,1055.000
2425,26SEP2024:00:00:00,N,NO,TF,C,GR,R,Y,1297.260
2425,26SEP2024:00:00:00,N,NO,TF,C,UG,O,N,3093.250
2425,26SEP2024:00:00:00,N,NO,TF,C,UG,O,Y,0.000
2425,26SEP2024:00:00:00,N,NO,TF,C,UG,R,N,21808.750
2425,26SEP2024:00:00:00,N,NO,TF,C,UG,R,Y,5284.250
2425,26SEP2024:00:00:00,N,NO,TF,J,UG,R,N,-285.000
2425,26SEP2024:00:00:00,N,NO,TF,N,UG,O,Y,0.000
2425,26SEP2024:00:00:00,N,NO,TF,N,UG,R,N,21312.500
2425,26SEP2024:00:00:00,N,NO,TF,N,UG,R,Y,-1396.500
2425,26SEP2024:00:00:00,N,NO,TF,P,GR,O,Y,2139.000
2425,26SEP2024:00:00:00,N,NO,TF,P,GR,R,Y,4150.180
2425,26SEP2024:00:00:00,N,NO,TF,R,UG,O,Y,0.000
2425,26SEP2024:00:00:00,N,NO,TF,R,UG,R,Y,-1396.500
2425,26SEP2024:00:00:00,N,NO,TF,T,UG,O,Y,0.000
2425,26SEP2024:00:00:00,N,NO,TF,T,UG,R,N,20.000
2425,26SEP2024:00:00:00,N,NO,TF,T,UG,R,Y,8354.000
2425,27SEP2024:00:00:00,E,NO,OG,C,UG,R,N,5730.000
2425,27SEP2024:00:00:00,E,NO,OG,N,UG,R,Y,500.000
2425,27SEP2024:00:00:00,E,NO,SG,C,UG,R,N,3000.000
2425,27SEP2024:00:00:00,I,AS,IG,C,UG,O,N,1308.000
2425,27SEP2024:00:00:00,I,AS,IG,N,UG,O,N,348.000
2425,27SEP2024:00:00:00,I,EM,IG,C,UG,R,N,627.000
2425,27SEP2024:00:00:00,I,FC,IG,C,UG,R,N,400.000
2425,27SEP2024:00:00:00,I,SC,IG,N,UG,R,N,-2175.000
2425,27SEP2024:00:00:00,I,SF,IG,R,UG,R,N,250.000
2425,27SEP2024:00:00:00,I,SM,IG,C,UG,R,N,10020.000
2425,27SEP2024:00:00:00,I,SM,IG,C,UG,R,Y,-1329.000
2425,27SEP2024:00:00:00,I,SM,IG,N,UG,R,N,16347.500
2425,27SEP2024:00:00:00,I,SM,IG,P,GR,R,Y,-2027.000
2425,27SEP2024:00:00:00,I,SM,IG,T,UG,R,N,5010.000
2425,27SEP2024:00:00:00,I,SM,IG,T,UG,R,Y,2658.000
2425,27SEP2024:00:00:00,N,NO,TF,C,UG,O,N,-655.000
2425,27SEP2024:00:00:00,N,NO,TF,C,UG,O,Y,4186.000
2425,27SEP2024:00:00:00,N,NO,TF,C,UG,R,N,-2895.500
2425,27SEP2024:00:00:00,N,NO,TF,C,UG,R,Y,5586.000
2425,27SEP2024:00:00:00,N,NO,TF,N,UG,O,N,-1985.500
2425,27SEP2024:00:00:00,N,NO,TF,N,UG,R,N,-450.000
2425,27SEP2024:00:00:00,N,NO,TF,N,UG,R,Y,-2793.000
2425,27SEP2024:00:00:00,N,NO,TF,P,GR,O,Y,2027.000
2425,27SEP2024:00:00:00,N,NO,TF,P,GR,R,N,1829.000
2425,27SEP2024:00:00:00,N,NO,TF,P,GR,R,Y,322.860
2425,27SEP2024:00:00:00,N,NO,TF,R,GR,R,N,288.350
2425,27SEP2024:00:00:00,N,NO,TF,R,UG,R,Y,2128.500
2425,27SEP2024:00:00:00,N,NO,TF,T,UG,O,Y,2793.000
2425,27SEP2024:00:00:00,N,NO,TF,T,UG,R,N,-9995.000
2425,27SEP2024:00:00:00,N,NO,TF,T,UG,R,Y,16179.000
2425,27SEP2024:00:00:00,N,NO,TF,U,GR,R,N,1829.000
2425,28SEP2024:00:00:00,N,NO,TF,C,UG,R,N,-903.500
2425,28SEP2024:00:00:00,N,NO,TF,P,GR,R,N,1490.250
2425,28SEP2024:00:00:00,N,NO,TF,R,UG,R,Y,465.500
2425,28SEP2024:00:00:00,N,NO,TF,T,UG,R,N,30.000
2425,29SEP2024:00:00:00,E,NO,SG,C,UG,R,N,6258.000
2425,29SEP2024:00:00:00,E,NO,SG,C,UG,R,Y,5010.000
2425,29SEP2024:00:00:00,E,NO,SG,N,UG,R,N,5010.000
2425,29SEP2024:00:00:00,E,NO,SG,T,UG,R,N,9492.000
2425,29SEP2024:00:00:00,N,NO,TF,C,GR,R,Y,-3287.000
2425,29SEP2024:00:00:00,N,NO,TF,C,UG,R,N,1539.000
2425,29SEP2024:00:00:00,N,NO,TF,N,UG,O,N,-5.000
2425,29SEP2024:00:00:00,N,NO,TF,P,GR,R,Y,-2585.310
2425,29SEP2024:00:00:00,N,NO,TF,R,UG,R,Y,1396.500
2425,29SEP2024:00:00:00,N,NO,TF,T,UG,R,Y,4189.500
2425,30SEP2024:00:00:00,E,NO,FG,N,UG,R,N,3698.000
2425,30SEP2024:00:00:00,E,NO,OG,C,UG,O,N,0.000
2425,30SEP2024:00:00:00,E,NO,SG,C,UG,R,N,18214.000
2425,30SEP2024:00:00:00,E,NO,SG,C,UG,R,Y,2658.000
2425,30SEP2024:00:00:00,E,NO,SG,N,UG,R,N,2847.000
2425,30SEP2024:00:00:00,E,NO,SG,R,UG,R,Y,2658.000
2425,30SEP2024:00:00:00,I,FC,IG,C,UG,R,N,1100.000
2425,30SEP2024:00:00:00,I,FC,IG,N,UG,R,N,3523.000
2425,30SEP2024:00:00:00,I,SC,IG,C,UG,O,N,355.000
2425,30SEP2024:00:00:00,I,SC,IG,C,UG,R,N,-1749.000
2425,30SEP2024:00:00:00,I,SC,IG,C,UG,R,Y,-3000.000
2425,30SEP2024:00:00:00,I,SC,IG,N,UG,R,N,-4526.000
2425,30SEP2024:00:00:00,I,SC,IG,T,UG,R,N,160.000
2425,30SEP2024:00:00:00,I,SM,IG,C,UG,R,Y,1329.000
2425,30SEP2024:00:00:00,I,SM,IG,N,UG,R,N,7380.500
2425,30SEP2024:00:00:00,N,NO,TF,C,GR,O,Y,-2172.310
2425,30SEP2024:00:00:00,N,NO,TF,C,UG,R,N,7257.500
2425,30SEP2024:00:00:00,N,NO,TF,C,UG,R,Y,-2250.000
2425,30SEP2024:00:00:00,N,NO,TF,J,UG,R,N,-285.000
2425,30SEP2024:00:00:00,N,NO,TF,N,UG,O,Y,2793.000
2425,30SEP2024:00:00:00,N,NO,TF,N,UG,R,N,7733.500
2425,30SEP2024:00:00:00,N,NO,TF,N,UG,R,Y,1665.000
2425,30SEP2024:00:00:00,N,NO,TF,P,GR,R,Y,4445.000
2425,30SEP2024:00:00:00,N,NO,TF,R,GR,O,N,1977.000
2425,30SEP2024:00:00:00,N,NO,TF,R,UG,O,Y,1434.000
2425,30SEP2024:00:00:00,N,NO,TF,R,UG,R,Y,5586.000
2425,30SEP2024:00:00:00,N,NO,TF,T,UG,O,Y,4224.500
2425,30SEP2024:00:00:00,N,NO,TF,T,UG,R,Y,12663.500
2425,01OCT2024:00:00:00,E,NO,FG,C,UG,O,N,-33684.000
2425,01OCT2024:00:00:00,E,NO,FG,C,UG,O,Y,-61169.000
2425,01OCT2024:00:00:00,E,NO,FG,C,UG,R,N,-1073840.000
2425,01OCT2024:00:00:00,E,NO,FG,C,UG,R,Y,-597290.000
2425,01OCT2024:00:00:00,E,NO,FG,N,UG,O,N,-4068.000
2425,01OCT2024:00:00:00,E,NO,FG,N,UG,R,N,-272350.000
2425,01OCT2024:00:00:00,E,NO,FG,N,UG,R,Y,-26529.000
2425,01OCT2024:00:00:00,E,NO,FG,R,UG,R,N,-29140.000
2425,01OCT2024:00:00:00,E,NO,FG,R,UG,R,Y,-31900.000
2425,01OCT2024:00:00:00,E,NO,FG,T,UG,O,Y,-2175.000
2425,01OCT2024:00:00:00,E,NO,FG,T,UG,R,N,-39898.000
2425,01OCT2024:00:00:00,E,NO,FG,T,UG,R,Y,-84088.000
2425,01OCT2024:00:00:00,E,NO,OG,C,UG,R,N,10752.000
2425,01OCT2024:00:00:00,E,NO,OG,N,UG,R,N,4950.000
2425,01OCT2024:00:00:00,E,NO,SG,C,UG,R,N,2650.000
2425,01OCT2024:00:00:00,E,NO,SG,C,UG,R,Y,5010.000
2425,01OCT2024:00:00:00,E,NO,SG,N,UG,R,N,4106.000
2425,01OCT2024:00:00:00,I,AS,IG,C,UG,R,N,15.000
2425,01OCT2024:00:00:00,I,FC,IG,C,UG,O,N,3500.000
2425,01OCT2024:00:00:00,I,SC,IG,C,UG,R,N,-1003.000
2425,01OCT2024:00:00:00,I,SC,IG,N,UG,R,N,2500.000
2425,01OCT2024:00:00:00,I,SC,IG,T,UG,O,N,9810.000
2425,01OCT2024:00:00:00,I,SF,IG,C,UG,O,Y,300.000
2425,01OCT2024:00:00:00,I,SF,IG,R,UG,O,Y,250.000
2425,01OCT2024:00:00:00,I,SM,IG,C,UG,R,N,0.000
2425,01OCT2024:00:00:00,I,SM,IG,T,UG,R,Y,2658.000
2425,01OCT2024:00:00:00,N,NO,TF,C,GR,O,Y,2027.000
2425,01OCT2024:00:00:00,N,NO,TF,C,GR,R,Y,2027.000
2425,01OCT2024:00:00:00,N,NO,TF,C,UG,O,N,4192.000
2425,01OCT2024:00:00:00,N,NO,TF,C,UG,O,Y,1431.500
2425,01OCT2024:00:00:00,N,NO,TF,C,UG,R,N,-2926.000
2425,01OCT2024:00:00:00,N,NO,TF,C,UG,R,Y,1984.500
2425,01OCT2024:00:00:00,N,NO,TF,N,UG,O,Y,3233.500
2425,01OCT2024:00:00:00,N,NO,TF,N,UG,R,N,9774.000
2425,01OCT2024:00:00:00,N,NO,TF,P,GR,R,N,-1829.000
2425,01OCT2024:00:00:00,N,NO,TF,P,GR,R,Y,-488.000
2425,01OCT2024:00:00:00,N,NO,TF,R,GR,R,Y,2027.000
2425,01OCT2024:00:00:00,N,NO,TF,R,UG,O,N,-2616.000
2425,01OCT2024:00:00:00,N,NO,TF,R,UG,R,Y,1414.500
2425,01OCT2024:00:00:00,N,NO,TF,T,UG,O,Y,0.000
2425,01OCT2024:00:00:00,N,NO,TF,T,UG,R,N,5474.000
2425,01OCT2024:00:00:00,N,NO,TF,T,UG,R,Y,8487.250
2425,01OCT2024:00:00:00,N,NO,TF,U,GR,R,N,-1829.000
2425,02OCT2024:00:00:00,E,NO,FG,C,UG,O,N,33684.000
2425,02OCT2024:00:00:00,E,NO,FG,C,UG,O,Y,64867.000
2425,02OCT2024:00:00:00,E,NO,FG,C,UG,R,N,1072219.000
2425,02OCT2024:00:00:00,E,NO,FG,C,UG,R,Y,592683.000
2425,02OCT2024:00:00:00,E,NO,FG,N,UG,O,N,4068.000
2425,02OCT2024:00:00:00,E,NO,FG,N,UG,R,N,268666.000
2425,02OCT2024:00:00:00,E,NO,FG,N,UG,R,Y,19784.000
2425,02OCT2024:00:00:00,E,NO,FG,R,UG,R,N,29140.000
2425,02OCT2024:00:00:00,E,NO,FG,R,UG,R,Y,31900.000
2425,02OCT2024:00:00:00,E,NO,FG,T,UG,O,Y,1155.000
2425,02OCT2024:00:00:00,E,NO,FG,T,UG,R,N,43596.000
2425,02OCT2024:00:00:00,E,NO,FG,T,UG,R,Y,84088.000
2425,02OCT2024:00:00:00,E,NO,OG,C,GR,O,N,61.000
2425,02OCT2024:00:00:00,E,NO,OG,C,UG,R,N,-2805.500
2425,02OCT2024:00:00:00,E,NO,OG,R,UG,R,N,105.000
2425,02OCT2024:00:00:00,E,NO,OG,T,UG,R,N,-3000.000
2425,02OCT2024:00:00:00,E,NO,OG,T,UG,R,Y,996.750
2425,02OCT2024:00:00:00,E,NO,SG,C,UG,R,N,3030.000
2425,02OCT2024:00:00:00,E,NO,SG,C,UG,R,Y,-624.000
2425,02OCT2024:00:00:00,E,NO,SG,N,UG,R,N,-1322.000
2425,02OCT2024:00:00:00,E,NO,SG,N,UG,R,Y,-1324.000
2425,02OCT2024:00:00:00,E,NO,SG,T,UG,R,Y,1326.000
2425,02OCT2024:00:00:00,I,FC,IG,C,UG,R,N,1000.000
2425,02OCT2024:00:00:00,I,FC,IG,N,UG,R,N,33502.500
2425,02OCT2024:00:00:00,I,HG,IG,N,UG,R,N,3016.000
2425,02OCT2024:00:00:00,I,SC,IG,C,UG,R,N,-43.000
2425,02OCT2024:00:00:00,I,SC,IG,N,UG,R,N,-4132.000
2425,02OCT2024:00:00:00,I,SC,IG,T,UG,R,N,1595.500
2425,02OCT2024:00:00:00,I,SF,IG,C,UG,R,N,300.000
2425,02OCT2024:00:00:00,I,SM,IG,C,GR,R,N,1257.000
2425,02OCT2024:00:00:00,I,SM,IG,C,UG,R,N,-2926.500
2425,02OCT2024:00:00:00,I,SM,IG,C,UG,R,Y,-1329.000
2425,02OCT2024:00:00:00,I,SM,IG,T,UG,R,Y,2658.000
2425,02OCT2024:00:00:00,N,NO,TF,C,GR,R,Y,2189.000
2425,02OCT2024:00:00:00,N,NO,TF,C,UG,O,N,-2616.000
2425,02OCT2024:00:00:00,N,NO,TF,C,UG,O,Y,1349.000
2425,02OCT2024:00:00:00,N,NO,TF,C,UG,R,N,5414.000
2425,02OCT2024:00:00:00,N,NO,TF,C,UG,R,Y,7568.250
2425,02OCT2024:00:00:00,N,NO,TF,J,UG,R,N,570.000
2425,02OCT2024:00:00:00,N,NO,TF,N,UG,R,N,3339.000
2425,02OCT2024:00:00:00,N,NO,TF,N,UG,R,Y,-1419.000
2425,02OCT2024:00:00:00,N,NO,TF,P,GR,O,Y,4004.000
2425,02OCT2024:00:00:00,N,NO,TF,P,GR,R,Y,1297.250
2425,02OCT2024:00:00:00,N,NO,TF,R,GR,R,Y,2674.000
2425,02OCT2024:00:00:00,N,NO,TF,R,UG,R,N,4014.500
2425,02OCT2024:00:00:00,N,NO,TF,R,UG,R,Y,2793.000
2425,02OCT2024:00:00:00,N,NO,TF,T,UG,O,Y,1034.250
2425,02OCT2024:00:00:00,N,NO,TF,T,UG,R,N,135.000
2425,02OCT2024:00:00:00,N,NO,TF,T,UG,R,Y,-441.900
2425,03OCT2024:00:00:00,E,NO,FG,C,UG,R,N,21647.000
2425,03OCT2024:00:00:00,E,NO,FG,C,UG,R,Y,10169.000
2425,03OCT2024:00:00:00,E,NO,FG,N,UG,R,N,20055.000
2425,03OCT2024:00:00:00,E,NO,FG,R,UG,R,N,3698.000
2425,03OCT2024:00:00:00,E,NO,FG,T,UG,R,N,8801.000
2425,03OCT2024:00:00:00,E,NO,FG,T,UG,R,Y,7396.000
2425,03OCT2024:00:00:00,E,NO,OG,C,GR,O,Y,353.000
2425,03OCT2024:00:00:00,E,NO,OG,C,UG,O,N,1210.760
2425,03OCT2024:00:00:00,E,NO,OG,C,UG,R,N,18560.000
2425,03OCT2024:00:00:00,E,NO,OG,C,UG,R,Y,5619.000
2425,03OCT2024:00:00:00,E,NO,OG,N,UG,R,N,3357.000
2425,03OCT2024:00:00:00,E,NO,OG,P,GR,R,N,5000.000
2425,03OCT2024:00:00:00,E,NO,OG,T,UG,R,N,3078.800
2425,03OCT2024:00:00:00,E,NO,SG,C,UG,R,N,19871.000
2425,03OCT2024:00:00:00,E,NO,SG,C,UG,R,Y,5451.000
2425,03OCT2024:00:00:00,E,NO,SG,N,UG,R,N,27156.000
2425,03OCT2024:00:00:00,E,NO,SG,R,UG,R,N,2650.000
2425,03OCT2024:00:00:00,E,NO,SG,R,UG,R,Y,577.000
2425,03OCT2024:00:00:00,E,NO,SG,T,UG,R,N,6132.000
2425,03OCT2024:00:00:00,E,NO,SG,T,UG,R,Y,693.000
2425,03OCT2024:00:00:00,I,AS,IG,C,UG,O,N,-1308.000
2425,03OCT2024:00:00:00,I,EM,IG,C,UG,R,N,1881.000
2425,03OCT2024:00:00:00,I,FC,IG,N,UG,R,N,2500.000
2425,03OCT2024:00:00:00,I,SC,IG,N,UG,R,N,4978.000
2425,03OCT2024:00:00:00,I,SC,IG,P,GR,R,N,0.000
2425,03OCT2024:00:00:00,I,SC,IG,T,UG,R,N,-1499.500
2425,03OCT2024:00:00:00,N,NO,TF,C,UG,O,Y,6744.500
2425,03OCT2024:00:00:00,N,NO,TF,C,UG,R,N,12768.000
2425,03OCT2024:00:00:00,N,NO,TF,C,UG,R,Y,-2336.250
2425,03OCT2024:00:00:00,N,NO,TF,N,UG,R,N,-35.000
2425,03OCT2024:00:00:00,N,NO,TF,P,GR,O,Y,4054.000
2425,03OCT2024:00:00:00,N,NO,TF,R,GR,R,Y,2730.690
2425,03OCT2024:00:00:00,N,NO,TF,R,UG,R,N,-30.000
2425,03OCT2024:00:00:00,N,NO,TF,R,UG,R,Y,8203.500
2425,03OCT2024:00:00:00,N,NO,TF,T,UG,R,N,4030.000
2425,03OCT2024:00:00:00,N,NO,TF,T,UG,R,Y,12568.500
2425,04OCT2024:00:00:00,E,NO,FG,C,UG,O,Y,3698.000
2425,04OCT2024:00:00:00,E,NO,FG,C,UG,R,N,3821.000
2425,04OCT2024:00:00:00,E,NO,FG,N,UG,R,N,7513.000
2425,04OCT2024:00:00:00,E,NO,OG,C,UG,O,Y,2500.000
2425,04OCT2024:00:00:00,E,NO,OG,N,UG,R,N,500.000
2425,04OCT2024:00:00:00,E,NO,OG,N,UG,R,Y,2128.500
2425,04OCT2024:00:00:00,E,NO,OG,T,UG,O,Y,366.000
2425,04OCT2024:00:00:00,E,NO,OG,T,UG,R,Y,2578.500
2425,04OCT2024:00:00:00,E,NO,SG,C,UG,R,N,10020.000
2425,04OCT2024:00:00:00,E,NO,SG,N,UG,R,N,12843.000
2425,04OCT2024:00:00:00,I,SC,IG,N,UG,R,N,-544.000
2425,04OCT2024:00:00:00,I,SC,IG,T,UG,O,N,4905.000
2425,04OCT2024:00:00:00,I,SM,IG,N,UG,R,N,16350.000
2425,04OCT2024:00:00:00,I,SM,IG,R,UG,R,Y,1164.000
2425,04OCT2024:00:00:00,N,NO,TF,C,GR,R,Y,1130.000
2425,04OCT2024:00:00:00,N,NO,TF,C,UG,O,Y,1396.500
2425,04OCT2024:00:00:00,N,NO,TF,C,UG,R,N,6451.500
2425,04OCT2024:00:00:00,N,NO,TF,C,UG,R,Y,2923.500
2425,04OCT2024:00:00:00,N,NO,TF,N,UG,O,N,-6715.000
2425,04OCT2024:00:00:00,N,NO,TF,N,UG,R,N,418.000
2425,04OCT2024:00:00:00,N,NO,TF,N,UG,R,Y,1635.000
2425,04OCT2024:00:00:00,N,NO,TF,P,GR,R,Y,4054.000
2425,04OCT2024:00:00:00,N,NO,TF,R,GR,O,Y,-2027.000
2425,04OCT2024:00:00:00,N,NO,TF,R,UG,O,Y,-2316.000
2425,04OCT2024:00:00:00,N,NO,TF,R,UG,R,N,-594.500
2425,04OCT2024:00:00:00,N,NO,TF,T,UG,O,N,20.000
2425,04OCT2024:00:00:00,N,NO,TF,T,UG,O,Y,946.000
2425,04OCT2024:00:00:00,N,NO,TF,T,UG,R,N,-2341.500
2425,04OCT2024:00:00:00,N,NO,TF,T,UG,R,Y,1541.000
2425,05OCT2024:00:00:00,N,NO,TF,C,UG,R,N,15.000
2425,05OCT2024:00:00:00,N,NO,TF,C,UG,R,Y,-5586.000
2425,05OCT2024:00:00:00,N,NO,TF,P,GR,R,Y,-1890.000
2425,05OCT2024:00:00:00,N,NO,TF,R,UG,R,N,-1213.500
2425,05OCT2024:00:00:00,N,NO,TF,T,UG,O,Y,2128.500
2425,05OCT2024:00:00:00,N,NO,TF,T,UG,R,Y,0.000
2425,06OCT2024:00:00:00,I,SC,IG,C,UG,R,N,2000.000
2425,06OCT2024:00:00:00,N,NO,TF,C,GR,R,N,0.000
2425,06OCT2024:00:00:00,N,NO,TF,C,GR,R,Y,2052.010
2425,06OCT2024:00:00:00,N,NO,TF,C,UG,R,N,-562.000
2425,06OCT2024:00:00:00,N,NO,TF,C,UG,R,Y,-1359.000
2425,06OCT2024:00:00:00,N,NO,TF,N,UG,R,Y,0.000
2425,06OCT2024:00:00:00,N,NO,TF,P,GR,R,Y,3364.010
2425,06OCT2024:00:00:00,N,NO,TF,R,UG,O,Y,4189.500
2425,06OCT2024:00:00:00,N,NO,TF,R,UG,R,Y,3258.500
2425,06OCT2024:00:00:00,N,NO,TF,T,UG,O,N,-30.000
2425,07OCT2024:00:00:00,E,NO,FG,C,UG,R,N,8191.000
2425,07OCT2024:00:00:00,E,NO,FG,C,UG,R,Y,2773.000
2425,07OCT2024:00:00:00,E,NO,FG,N,UG,R,N,3698.000
2425,07OCT2024:00:00:00,E,NO,FG,R,UG,R,Y,5826.000
2425,07OCT2024:00:00:00,E,NO,OG,C,UG,O,N,5976.000
